Number,Category,Subcategory,Author_Last,Author_First,Title,Year,Publisher_Journal,Type,Commodity_Tag,Priority,Status,Acquisition_Notes,Anna_Archive_Link,Archive_Org_Link,Direct_URL,Search_Query
266,Global Food Systems,food_security,Timmer,C. Peter,Food Security in Asia and the Pacific: The Rapidly Changing Role of Rice,2014,Asia Pacific Policy Studies,ARTICLE,cereals,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Timmer+Food+Security+in+Asia+and+the+Pacific%3A+The+Rapidly+Changing+Role+of+Rice,https://archive.org/search?query=Timmer+Food+Security+in+Asia+and+the+Pacific%3A+The+Rapidly+Changing+Role+of+Rice,,Timmer Food Security in Asia and the Pacific: The Rapidly Changing Role of Rice
267,Global Food Systems,super_cycles,Reinhart,Carmen M.,Commodity Super-Cycles: What Are They and What Lies Ahead?,2016,IMF,WORKING_PAPER,multi,HIGH,NEEDED,,https://annas-archive.org/search?q=Reinhart+Commodity+Super-Cycles%3A+What+Are+They+and+What+Lies+Ahead%3F,https://archive.org/search?query=Reinhart+Commodity+Super-Cycles%3A+What+Are+They+and+What+Lies+Ahead%3F,,Reinhart Commodity Super-Cycles: What Are They and What Lies Ahead?
268,Global Food Systems,super_cycles,Gruss,Bertrand,Commodity Terms of Trade: A New Database,2019,IMF WP 19/21,WORKING_PAPER,multi,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Gruss+Commodity+Terms+of+Trade%3A+A+New+Database,https://archive.org/search?query=Gruss+Commodity+Terms+of+Trade%3A+A+New+Database,https://www.imf.org/en/Publications/WP/Issues/2019/01/24,Gruss Commodity Terms of Trade: A New Database
269,Global Food Systems,green_revolution,Herdt,Robert W.,A Retrospective View of Technology's Contribution to Agricultural Development,2012,Annual Review of Resource Econ,ARTICLE,multi,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Herdt+A+Retrospective+View+of+Technology%27s+Contribution+to+Agricultural+Development,https://archive.org/search?query=Herdt+A+Retrospective+View+of+Technology%27s+Contribution+to+Agricultural+Development,,Herdt A Retrospective View of Technology's Contribution to Agricultural Development
270,Global Food Systems,fao_fpi_methods,Abbott,Philip C.,Tracking the Drivers of Global Food Prices,2017,Applied Econ Perspectives & Policy,ARTICLE,multi,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Abbott+Tracking+the+Drivers+of+Global+Food+Prices,https://archive.org/search?query=Abbott+Tracking+the+Drivers+of+Global+Food+Prices,,Abbott Tracking the Drivers of Global Food Prices
271,Global Food Systems,food_crises,Ó Gráda,Cormac,Famine: A Short History,2009,Princeton UP,BOOK,multi,MEDIUM,NEEDED,,https://annas-archive.org/search?q=%C3%93+Gr%C3%A1da+Famine%3A+A+Short+History,https://archive.org/search?query=%C3%93+Gr%C3%A1da+Famine%3A+A+Short+History,,Ó Gráda Famine: A Short History
272,Global Food Systems,food_security,Godfray,H. Charles J.,Food Security: The Challenge of Feeding 9 Billion People,2010,Science,ARTICLE,multi,HIGH,NEEDED,,https://annas-archive.org/search?q=Godfray+Food+Security%3A+The+Challenge+of+Feeding+9+Billion+People,https://archive.org/search?query=Godfray+Food+Security%3A+The+Challenge+of+Feeding+9+Billion+People,https://doi.org/10.1126/science.1185383,Godfray Food Security: The Challenge of Feeding 9 Billion People
273,Global Food Systems,super_cycles,Kilian,Lutz,Not All Oil Price Shocks Are Alike,2009,American Economic Review,ARTICLE,multi,HIGH,NEEDED,,https://annas-archive.org/search?q=Kilian+Not+All+Oil+Price+Shocks+Are+Alike,https://archive.org/search?query=Kilian+Not+All+Oil+Price+Shocks+Are+Alike,https://doi.org/10.1257/aer.99.3.1053,Kilian Not All Oil Price Shocks Are Alike
274,Global Food Systems,green_revolution,Otsuka,Keijiro,Sustainable Development of Rural Asia,2016,World Development,ARTICLE,multi,LOW,NEEDED,,https://annas-archive.org/search?q=Otsuka+Sustainable+Development+of+Rural+Asia,https://archive.org/search?query=Otsuka+Sustainable+Development+of+Rural+Asia,,Otsuka Sustainable Development of Rural Asia
275,Global Food Systems,food_crises,Ravallion,Martin,Famines and Economics,1997,J Economic Literature,ARTICLE,multi,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Ravallion+Famines+and+Economics,https://archive.org/search?query=Ravallion+Famines+and+Economics,,Ravallion Famines and Economics
276,Trade Geopolitics,wto_doha,Anderson,Kym,Distortions to Agricultural Incentives,2009,World Bank,BOOK,multi,CRITICAL,NEEDED,,https://annas-archive.org/search?q=Anderson+Distortions+to+Agricultural+Incentives,https://archive.org/search?query=Anderson+Distortions+to+Agricultural+Incentives,,Anderson Distortions to Agricultural Incentives
277,Trade Geopolitics,wto_doha,Josling,Tim,Agriculture in the GATT,1996,Macmillan,BOOK,multi,HIGH,NEEDED,"With Tangermann, Warley",https://annas-archive.org/search?q=Josling+Agriculture+in+the+GATT,https://archive.org/search?query=Josling+Agriculture+in+the+GATT,,Josling Agriculture in the GATT
278,Trade Geopolitics,wto_doha,Martin,Will,Export Restrictions and Price Insulation During Commodity Price Booms,2014,AJAE,ARTICLE,multi,HIGH,NEEDED,With Anderson,https://annas-archive.org/search?q=Martin+Export+Restrictions+and+Price+Insulation+During+Commodity+Price+Booms,https://archive.org/search?query=Martin+Export+Restrictions+and+Price+Insulation+During+Commodity+Price+Booms,,Martin Export Restrictions and Price Insulation During Commodity Price Booms
279,Trade Geopolitics,export_bans,Martin,Will,The Role of Rice Export Restrictions in the World Rice Price Spike of 2007/08,2011,World Bank,WORKING_PAPER,cereals,HIGH,NEEDED,With Anderson,https://annas-archive.org/search?q=Martin+The+Role+of+Rice+Export+Restrictions+in+the+World+Rice+Price+Spike+of+2007%2F08,https://archive.org/search?query=Martin+The+Role+of+Rice+Export+Restrictions+in+the+World+Rice+Price+Spike+of+2007%2F08,,Martin The Role of Rice Export Restrictions in the World Rice Price Spike of 2007/08
280,Trade Geopolitics,export_bans,Headey,Derek,Rethinking the Global Food Crisis: The Role of Trade Shocks,2011,Food Policy,ARTICLE,multi,HIGH,NEEDED,,https://annas-archive.org/search?q=Headey+Rethinking+the+Global+Food+Crisis%3A+The+Role+of+Trade+Shocks,https://archive.org/search?query=Headey+Rethinking+the+Global+Food+Crisis%3A+The+Role+of+Trade+Shocks,,Headey Rethinking the Global Food Crisis: The Role of Trade Shocks
281,Trade Geopolitics,nafta_usmca,Zahniser,Steven,NAFTA at 20: North America's Free-Trade Area and Its Impact on Agriculture,2015,USDA ERS WRS-15-01,REPORT,multi,HIGH,NEEDED,,https://annas-archive.org/search?q=Zahniser+NAFTA+at+20%3A+North+America%27s+Free-Trade+Area+and+Its+Impact+on+Agriculture,https://archive.org/search?query=Zahniser+NAFTA+at+20%3A+North+America%27s+Free-Trade+Area+and+Its+Impact+on+Agriculture,https://www.ers.usda.gov/publications/pub-details/?pubid=40485,Zahniser NAFTA at 20: North America's Free-Trade Area and Its Impact on Agriculture
282,Trade Geopolitics,nafta_usmca,Villarreal,M. Angeles,USMCA Agricultural Provisions,2020,CRS,REPORT,multi,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Villarreal+USMCA+Agricultural+Provisions,https://archive.org/search?query=Villarreal+USMCA+Agricultural+Provisions,,Villarreal USMCA Agricultural Provisions
283,Trade Geopolitics,china_trade,Grant,Jason H.,Agricultural Trade in the Age of Trump,2021,Applied Econ Perspectives & Policy,ARTICLE,multi,HIGH,NEEDED,,https://annas-archive.org/search?q=Grant+Agricultural+Trade+in+the+Age+of+Trump,https://archive.org/search?query=Grant+Agricultural+Trade+in+the+Age+of+Trump,,Grant Agricultural Trade in the Age of Trump
284,Trade Geopolitics,china_trade,Li,Minghao,China's Soybean Imports: Policy Impacts,2020,CARD Iowa State,WORKING_PAPER,cereals,HIGH,NEEDED,,https://annas-archive.org/search?q=Li+China%27s+Soybean+Imports%3A+Policy+Impacts,https://archive.org/search?query=Li+China%27s+Soybean+Imports%3A+Policy+Impacts,,Li China's Soybean Imports: Policy Impacts
285,Trade Geopolitics,china_trade,Fukase,Emiko,China's Emerging Role as a Net Food Importer,2020,Applied Econ Perspectives & Policy,ARTICLE,multi,HIGH,NEEDED,,https://annas-archive.org/search?q=Fukase+China%27s+Emerging+Role+as+a+Net+Food+Importer,https://archive.org/search?query=Fukase+China%27s+Emerging+Role+as+a+Net+Food+Importer,,Fukase China's Emerging Role as a Net Food Importer
286,Trade Geopolitics,russia_ukraine,Glauber,Joseph W.,"The Russia-Ukraine War After a Year: Impacts on Fertilizer Production, Wheat, Corn, Vegetable Oil, and Rice",2023,IFPRI,REPORT,multi,CRITICAL,NEEDED,,https://annas-archive.org/search?q=Glauber+The+Russia-Ukraine+War+After+a+Year%3A+Impacts+on+Fertilizer+Production%2C+Wheat%2C+Corn%2C+Vegetable+Oil%2C+and+Rice,https://archive.org/search?query=Glauber+The+Russia-Ukraine+War+After+a+Year%3A+Impacts+on+Fertilizer+Production%2C+Wheat%2C+Corn%2C+Vegetable+Oil%2C+and+Rice,https://www.ifpri.org/blog/,"Glauber The Russia-Ukraine War After a Year: Impacts on Fertilizer Production, Wheat, Corn, Vegetable Oil, and Rice"
287,Trade Geopolitics,russia_ukraine,Welsh,Caitlin,The War in Ukraine and Global Food Security,2022,CSIS,REPORT,cereals,HIGH,NEEDED,,https://annas-archive.org/search?q=Welsh+The+War+in+Ukraine+and+Global+Food+Security,https://archive.org/search?query=Welsh+The+War+in+Ukraine+and+Global+Food+Security,https://www.csis.org/,Welsh The War in Ukraine and Global Food Security
288,Trade Geopolitics,russia_ukraine,Behnassi,Mohamed,Implications of the Russia-Ukraine War for Global Food Security,2022,Nature Human Behaviour,ARTICLE,cereals,HIGH,NEEDED,,https://annas-archive.org/search?q=Behnassi+Implications+of+the+Russia-Ukraine+War+for+Global+Food+Security,https://archive.org/search?query=Behnassi+Implications+of+the+Russia-Ukraine+War+for+Global+Food+Security,,Behnassi Implications of the Russia-Ukraine War for Global Food Security
289,Trade Geopolitics,export_bans,Piesse,Jenifer,Policy Responses to Food Crisis,2010,Food Policy,ARTICLE,multi,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Piesse+Policy+Responses+to+Food+Crisis,https://archive.org/search?query=Piesse+Policy+Responses+to+Food+Crisis,,Piesse Policy Responses to Food Crisis
290,Trade Geopolitics,wto_doha,Bureau,Jean-Christophe,Agricultural Market Access: The Key to Doha Success,2008,OECD,REPORT,multi,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Bureau+Agricultural+Market+Access%3A+The+Key+to+Doha+Success,https://archive.org/search?query=Bureau+Agricultural+Market+Access%3A+The+Key+to+Doha+Success,,Bureau Agricultural Market Access: The Key to Doha Success
291,Trade Geopolitics,nafta_usmca,Burfisher,Mary E.,NAFTA: What Have We Learned?,2016,USDA ERS,REPORT,multi,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Burfisher+NAFTA%3A+What+Have+We+Learned%3F,https://archive.org/search?query=Burfisher+NAFTA%3A+What+Have+We+Learned%3F,,Burfisher NAFTA: What Have We Learned?
292,Trade Geopolitics,china_trade,Sumner,Daniel A.,Rising China and Global Agriculture,2020,U California,REPORT,multi,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Sumner+Rising+China+and+Global+Agriculture,https://archive.org/search?query=Sumner+Rising+China+and+Global+Agriculture,,Sumner Rising China and Global Agriculture
293,Trade Geopolitics,russia_ukraine,FAO,,Impact of the War in Ukraine on Food Security,2024,FAO,REPORT,cereals,HIGH,NEEDED,Ongoing updates,https://annas-archive.org/search?q=FAO+Impact+of+the+War+in+Ukraine+on+Food+Security,https://archive.org/search?query=FAO+Impact+of+the+War+in+Ukraine+on+Food+Security,https://www.fao.org/,FAO Impact of the War in Ukraine on Food Security
294,Trade Geopolitics,export_bans,Giordani,Paolo E.,Food Prices and the Multiplier Effect of Trade Policy,2016,J International Economics,ARTICLE,multi,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Giordani+Food+Prices+and+the+Multiplier+Effect+of+Trade+Policy,https://archive.org/search?query=Giordani+Food+Prices+and+the+Multiplier+Effect+of+Trade+Policy,,Giordani Food Prices and the Multiplier Effect of Trade Policy
295,Trade Geopolitics,wto_doha,Hertel,Thomas W.,Potential Impacts of a Doha Round on Global Food Prices,2007,World Economy,ARTICLE,multi,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Hertel+Potential+Impacts+of+a+Doha+Round+on+Global+Food+Prices,https://archive.org/search?query=Hertel+Potential+Impacts+of+a+Doha+Round+on+Global+Food+Prices,,Hertel Potential Impacts of a Doha Round on Global Food Prices
296,Trade Geopolitics,nafta_usmca,Zahniser,Steven,The Growing Corn Economies of Mexico and the U.S.,2013,USDA ERS FDS-13D-01,REPORT,cereals,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Zahniser+The+Growing+Corn+Economies+of+Mexico+and+the+U.S.,https://archive.org/search?query=Zahniser+The+Growing+Corn+Economies+of+Mexico+and+the+U.S.,,Zahniser The Growing Corn Economies of Mexico and the U.S.
297,Trade Geopolitics,china_trade,Gale,Fred,China's Foreign Agricultural Investments,2015,USDA ERS,REPORT,multi,LOW,NEEDED,,https://annas-archive.org/search?q=Gale+China%27s+Foreign+Agricultural+Investments,https://archive.org/search?query=Gale+China%27s+Foreign+Agricultural+Investments,,Gale China's Foreign Agricultural Investments
298,Trade Geopolitics,russia_ukraine,Liefert,William M.,Russia's Transformation From Agricultural Importer to Major Grain Exporter,2020,USDA ERS,REPORT,cereals,HIGH,NEEDED,,https://annas-archive.org/search?q=Liefert+Russia%27s+Transformation+From+Agricultural+Importer+to+Major+Grain+Exporter,https://archive.org/search?query=Liefert+Russia%27s+Transformation+From+Agricultural+Importer+to+Major+Grain+Exporter,,Liefert Russia's Transformation From Agricultural Importer to Major Grain Exporter
299,Trade Geopolitics,wto_doha,Hoekman,Bernard,The Political Economy of the World Trading System,2009,Oxford UP,BOOK,multi,LOW,NEEDED,3rd ed,https://annas-archive.org/search?q=Hoekman+The+Political+Economy+of+the+World+Trading+System,https://archive.org/search?query=Hoekman+The+Political+Economy+of+the+World+Trading+System,,Hoekman The Political Economy of the World Trading System
300,Trade Geopolitics,china_trade,Carter,Colin A.,The Impact of the US-China Trade War on US Agriculture,2019,Applied Econ Perspectives & Policy,ARTICLE,multi,HIGH,NEEDED,,https://annas-archive.org/search?q=Carter+The+Impact+of+the+US-China+Trade+War+on+US+Agriculture,https://archive.org/search?query=Carter+The+Impact+of+the+US-China+Trade+War+on+US+Agriculture,,Carter The Impact of the US-China Trade War on US Agriculture
301,Climate Land Inputs,fertilizer_inputs,Huang,Wen-yuan,Impact of Rising Natural Gas Prices on US Ammonia Supply,2007,USDA ERS WRS-0702,REPORT,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Huang+Impact+of+Rising+Natural+Gas+Prices+on+US+Ammonia+Supply,https://archive.org/search?query=Huang+Impact+of+Rising+Natural+Gas+Prices+on+US+Ammonia+Supply,https://www.ers.usda.gov/publications/pub-details/?pubid=40488,Huang Impact of Rising Natural Gas Prices on US Ammonia Supply
302,Climate Land Inputs,fertilizer_inputs,Brunelle,Thierry,Fertilizer Use and Markets,2019,OECD,REPORT,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Brunelle+Fertilizer+Use+and+Markets,https://archive.org/search?query=Brunelle+Fertilizer+Use+and+Markets,,Brunelle Fertilizer Use and Markets
303,Climate Land Inputs,fertilizer_inputs,IFA,,Fertilizer Outlook 2024,2024,International Fertilizer Association,REPORT,none,HIGH,NEEDED,,https://annas-archive.org/search?q=IFA+Fertilizer+Outlook+2024,https://archive.org/search?query=IFA+Fertilizer+Outlook+2024,https://www.ifastat.org/,IFA Fertilizer Outlook 2024
304,Climate Land Inputs,drought_weather,Boyer,Christopher N.,The Impact of the 2012 US Drought on Corn and Soybean Prices,2013,Southern Ag Econ Assoc,WORKING_PAPER,cereals,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Boyer+The+Impact+of+the+2012+US+Drought+on+Corn+and+Soybean+Prices,https://archive.org/search?query=Boyer+The+Impact+of+the+2012+US+Drought+on+Corn+and+Soybean+Prices,,Boyer The Impact of the 2012 US Drought on Corn and Soybean Prices
305,Climate Land Inputs,drought_weather,Trenberth,Kevin E.,Global Warming and Changes in Drought,2014,Nature Climate Change,ARTICLE,multi,HIGH,NEEDED,,https://annas-archive.org/search?q=Trenberth+Global+Warming+and+Changes+in+Drought,https://archive.org/search?query=Trenberth+Global+Warming+and+Changes+in+Drought,,Trenberth Global Warming and Changes in Drought
306,Climate Land Inputs,climate_yields,Lobell,David B.,Extreme Heat Effects on Wheat Senescence,2012,Nature Climate Change,ARTICLE,cereals,HIGH,NEEDED,,https://annas-archive.org/search?q=Lobell+Extreme+Heat+Effects+on+Wheat+Senescence,https://archive.org/search?query=Lobell+Extreme+Heat+Effects+on+Wheat+Senescence,,Lobell Extreme Heat Effects on Wheat Senescence
307,Climate Land Inputs,climate_yields,Ortiz-Bobea,Ariel,Anthropogenic Climate Change Has Slowed Global Agricultural Productivity Growth,2021,Nature Climate Change,ARTICLE,multi,CRITICAL,NEEDED,,https://annas-archive.org/search?q=Ortiz-Bobea+Anthropogenic+Climate+Change+Has+Slowed+Global+Agricultural+Productivity+Growth,https://archive.org/search?query=Ortiz-Bobea+Anthropogenic+Climate+Change+Has+Slowed+Global+Agricultural+Productivity+Growth,https://doi.org/10.1038/s41558-021-01000-1,Ortiz-Bobea Anthropogenic Climate Change Has Slowed Global Agricultural Productivity Growth
308,Climate Land Inputs,climate_yields,IPCC,,"AR6 WGII Chapter 5: Food, Fibre, and Other Ecosystem Products",2022,IPCC,REPORT,multi,CRITICAL,NEEDED,,https://annas-archive.org/search?q=IPCC+AR6+WGII+Chapter+5%3A+Food%2C+Fibre%2C+and+Other+Ecosystem+Products,https://archive.org/search?query=IPCC+AR6+WGII+Chapter+5%3A+Food%2C+Fibre%2C+and+Other+Ecosystem+Products,https://www.ipcc.ch/report/ar6/wg2/,"IPCC AR6 WGII Chapter 5: Food, Fibre, and Other Ecosystem Products"
309,Climate Land Inputs,climate_yields,Cline,William R.,Global Warming and Agriculture: Impact Estimates by Country,2007,Peterson Institute,BOOK,multi,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Cline+Global+Warming+and+Agriculture%3A+Impact+Estimates+by+Country,https://archive.org/search?query=Cline+Global+Warming+and+Agriculture%3A+Impact+Estimates+by+Country,,Cline Global Warming and Agriculture: Impact Estimates by Country
310,Climate Land Inputs,energy_food,Baffes,John,More on the Energy/Nonenergy Price Link,2010,Applied Economics Letters,ARTICLE,multi,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Baffes+More+on+the+Energy%2FNonenergy+Price+Link,https://archive.org/search?query=Baffes+More+on+the+Energy%2FNonenergy+Price+Link,,Baffes More on the Energy/Nonenergy Price Link
311,Climate Land Inputs,energy_food,Chen,Sheng-Tung,Modeling the Relationship Between the Oil Price and Global Food Prices,2010,Applied Energy,ARTICLE,multi,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Chen+Modeling+the+Relationship+Between+the+Oil+Price+and+Global+Food+Prices,https://archive.org/search?query=Chen+Modeling+the+Relationship+Between+the+Oil+Price+and+Global+Food+Prices,,Chen Modeling the Relationship Between the Oil Price and Global Food Prices
312,Climate Land Inputs,energy_food,Nazlioglu,Saban,Oil Price and Agricultural Commodity Prices: Evidence from Semiparametric Granger Causality,2011,Energy Economics,ARTICLE,multi,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Nazlioglu+Oil+Price+and+Agricultural+Commodity+Prices%3A+Evidence+from+Semiparametric+Granger+Causality,https://archive.org/search?query=Nazlioglu+Oil+Price+and+Agricultural+Commodity+Prices%3A+Evidence+from+Semiparametric+Granger+Causality,,Nazlioglu Oil Price and Agricultural Commodity Prices: Evidence from Semiparametric Granger Causality
313,Climate Land Inputs,land_use,Searchinger,Timothy,Use of U.S. Croplands for Biofuels Increases Greenhouse Gases Through Emissions From Land-Use Change,2008,Science,ARTICLE,multi,HIGH,NEEDED,,https://annas-archive.org/search?q=Searchinger+Use+of+U.S.+Croplands+for+Biofuels+Increases+Greenhouse+Gases+Through+Emissions+From+Land-Use+Change,https://archive.org/search?query=Searchinger+Use+of+U.S.+Croplands+for+Biofuels+Increases+Greenhouse+Gases+Through+Emissions+From+Land-Use+Change,https://doi.org/10.1126/science.1151861,Searchinger Use of U.S. Croplands for Biofuels Increases Greenhouse Gases Through Emissions From Land-Use Change
314,Climate Land Inputs,land_use,Foley,Jonathan A.,Solutions for a Cultivated Planet,2011,Nature,ARTICLE,multi,HIGH,NEEDED,,https://annas-archive.org/search?q=Foley+Solutions+for+a+Cultivated+Planet,https://archive.org/search?query=Foley+Solutions+for+a+Cultivated+Planet,https://doi.org/10.1038/nature10452,Foley Solutions for a Cultivated Planet
315,Climate Land Inputs,fertilizer_inputs,Gellings,Clark W.,Energy Efficiency in Fertilizer Production and Use,2009,EOLSS,CHAPTER,none,LOW,NEEDED,,https://annas-archive.org/search?q=Gellings+Energy+Efficiency+in+Fertilizer+Production+and+Use,https://archive.org/search?query=Gellings+Energy+Efficiency+in+Fertilizer+Production+and+Use,,Gellings Energy Efficiency in Fertilizer Production and Use
316,Climate Land Inputs,drought_weather,Diffenbaugh,Noah S.,Assessing the Vulnerability of Agriculture to Climate Change,2015,Climatic Change,ARTICLE,multi,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Diffenbaugh+Assessing+the+Vulnerability+of+Agriculture+to+Climate+Change,https://archive.org/search?query=Diffenbaugh+Assessing+the+Vulnerability+of+Agriculture+to+Climate+Change,,Diffenbaugh Assessing the Vulnerability of Agriculture to Climate Change
317,Climate Land Inputs,climate_yields,Fisher,Anthony C.,The Economic Impacts of Climate Change: Evidence from Agricultural Output and Random Fluctuations in Weather: Comment,2012,AER,ARTICLE,multi,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Fisher+The+Economic+Impacts+of+Climate+Change%3A+Evidence+from+Agricultural+Output+and+Random+Fluctuations+in+Weather%3A+Comment,https://archive.org/search?query=Fisher+The+Economic+Impacts+of+Climate+Change%3A+Evidence+from+Agricultural+Output+and+Random+Fluctuations+in+Weather%3A+Comment,,Fisher The Economic Impacts of Climate Change: Evidence from Agricultural Output and Random Fluctuations in Weather: Comment
318,Climate Land Inputs,energy_food,Tyner,Wallace E.,The Integration of Energy and Agricultural Markets,2010,Ag Econ,ARTICLE,multi,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Tyner+The+Integration+of+Energy+and+Agricultural+Markets,https://archive.org/search?query=Tyner+The+Integration+of+Energy+and+Agricultural+Markets,,Tyner The Integration of Energy and Agricultural Markets
319,Climate Land Inputs,land_use,Plevin,Richard J.,Greenhouse Gas Emissions from Biofuels' Indirect Land Use Change Are Uncertain but May Be Much Greater Than Previously Estimated,2010,Environmental Science & Technology,ARTICLE,multi,LOW,NEEDED,,https://annas-archive.org/search?q=Plevin+Greenhouse+Gas+Emissions+from+Biofuels%27+Indirect+Land+Use+Change+Are+Uncertain+but+May+Be+Much+Greater+Than+Previously+Estimated,https://archive.org/search?query=Plevin+Greenhouse+Gas+Emissions+from+Biofuels%27+Indirect+Land+Use+Change+Are+Uncertain+but+May+Be+Much+Greater+Than+Previously+Estimated,,Plevin Greenhouse Gas Emissions from Biofuels' Indirect Land Use Change Are Uncertain but May Be Much Greater Than Previously Estimated
320,Climate Land Inputs,fertilizer_inputs,Schnitkey,Gary,Nitrogen Fertilizer Prices and Natural Gas Prices,2022,farmdoc daily,ARTICLE,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Schnitkey+Nitrogen+Fertilizer+Prices+and+Natural+Gas+Prices,https://archive.org/search?query=Schnitkey+Nitrogen+Fertilizer+Prices+and+Natural+Gas+Prices,https://farmdocdaily.illinois.edu/,Schnitkey Nitrogen Fertilizer Prices and Natural Gas Prices
321,Climate Land Inputs,drought_weather,USDA,,Drought in the United States: Causes and Issues for Congress,2014,CRS,REPORT,multi,MEDIUM,NEEDED,,https://annas-archive.org/search?q=USDA+Drought+in+the+United+States%3A+Causes+and+Issues+for+Congress,https://archive.org/search?query=USDA+Drought+in+the+United+States%3A+Causes+and+Issues+for+Congress,,USDA Drought in the United States: Causes and Issues for Congress
322,Climate Land Inputs,climate_yields,Hsiang,Solomon,Estimating Economic Damage from Climate Change in the United States,2017,Science,ARTICLE,multi,HIGH,NEEDED,,https://annas-archive.org/search?q=Hsiang+Estimating+Economic+Damage+from+Climate+Change+in+the+United+States,https://archive.org/search?query=Hsiang+Estimating+Economic+Damage+from+Climate+Change+in+the+United+States,,Hsiang Estimating Economic Damage from Climate Change in the United States
323,Climate Land Inputs,energy_food,Zhang,Zibin,Food Versus Fuel: What Do Prices Tell Us?,2010,Energy Policy,ARTICLE,multi,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Zhang+Food+Versus+Fuel%3A+What+Do+Prices+Tell+Us%3F,https://archive.org/search?query=Zhang+Food+Versus+Fuel%3A+What+Do+Prices+Tell+Us%3F,,Zhang Food Versus Fuel: What Do Prices Tell Us?
324,Climate Land Inputs,land_use,Hertel,Thomas W.,"Global Climate Impacts on Agriculture, Land Use, and Land Conversion",2010,AJAE,ARTICLE,multi,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Hertel+Global+Climate+Impacts+on+Agriculture%2C+Land+Use%2C+and+Land+Conversion,https://archive.org/search?query=Hertel+Global+Climate+Impacts+on+Agriculture%2C+Land+Use%2C+and+Land+Conversion,,"Hertel Global Climate Impacts on Agriculture, Land Use, and Land Conversion"
325,Climate Land Inputs,climate_yields,Nelson,Gerald C.,Climate Change Effects on Agriculture: Economic Responses to Biophysical Shocks,2014,PNAS,ARTICLE,multi,HIGH,NEEDED,,https://annas-archive.org/search?q=Nelson+Climate+Change+Effects+on+Agriculture%3A+Economic+Responses+to+Biophysical+Shocks,https://archive.org/search?query=Nelson+Climate+Change+Effects+on+Agriculture%3A+Economic+Responses+to+Biophysical+Shocks,https://doi.org/10.1073/pnas.1222465110,Nelson Climate Change Effects on Agriculture: Economic Responses to Biophysical Shocks
326,Chef Restaurant Econ,menu_engineering,Kasavana,Michael L.,Menu Engineering: A Practical Guide to Menu Analysis,1982,Hospitality Publishers,BOOK,none,CRITICAL,NEEDED,With Smith; foundational,https://annas-archive.org/search?q=Kasavana+Menu+Engineering%3A+A+Practical+Guide+to+Menu+Analysis,https://archive.org/search?query=Kasavana+Menu+Engineering%3A+A+Practical+Guide+to+Menu+Analysis,,Kasavana Menu Engineering: A Practical Guide to Menu Analysis
327,Chef Restaurant Econ,menu_engineering,Miller,Jack E.,Menu Pricing and Strategy,2019,Wiley,BOOK,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Miller+Menu+Pricing+and+Strategy,https://archive.org/search?query=Miller+Menu+Pricing+and+Strategy,,Miller Menu Pricing and Strategy
328,Chef Restaurant Econ,menu_engineering,Pavesic,David V.,Psychological Aspects of Menu Pricing,1989,International Journal of Hospitality Management,ARTICLE,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Pavesic+Psychological+Aspects+of+Menu+Pricing,https://archive.org/search?query=Pavesic+Psychological+Aspects+of+Menu+Pricing,,Pavesic Psychological Aspects of Menu Pricing
329,Chef Restaurant Econ,menu_engineering,Taylor,John Jasper,Menu Analysis: A Review of Techniques and Approaches,2012,FIU Hospitality Review,ARTICLE,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Taylor+Menu+Analysis%3A+A+Review+of+Techniques+and+Approaches,https://archive.org/search?query=Taylor+Menu+Analysis%3A+A+Review+of+Techniques+and+Approaches,,Taylor Menu Analysis: A Review of Techniques and Approaches
